ImageNumber,ExpectedValue,InOptions,OptionPosition
36103,3,OUI,0
36104,9,NON,-1
36105,7,NON,-1
36106,1,NON,-1
36107,0,OUI,10
36108,1,OUI,20
36109,9,NON,-1
36110,1,NON,-1
36111,5,OUI,7
36112,2,OUI,0
36113,6,NON,-1
36114,8,NON,-1
36115,7,NON,-1
36116,0,NON,-1
36117,1,OUI,11
36118,5,OUI,23
36119,3,OUI,0
36120,2,OUI,14
36121,8,NON,-1
36122,9,NON,-1
36123,2,NON,-1
36124,1,OUI,17
36125,6,OUI,0
36126,5,NON,-1
36127,2,NON,-1
36128,3,OUI,21
36129,6,OUI,11
36130,3,OUI,0
36131,4,OUI,2
36132,3,NON,-1
36133,2,OUI,0
36134,7,OUI,0
36135,7,NON,-1
36136,7,OUI,0
36137,8,NON,-1
36138,0,OUI,8
36139,7,NON,-1
36140,7,NON,-1
36141,1,OUI,23
36142,2,OUI,0
36143,0,NON,-1
36144,6,OUI,0
36145,1,OUI,12
36146,0,NON,-1
36147,2,NON,-1
36148,9,NON,-1
36149,3,OUI,0
36150,7,OUI,1
36151,4,OUI,1
36152,7,NON,-1
36153,5,NON,-1
36154,3,OUI,28
36155,6,NON,-1
36156,7,OUI,0
36157,7,NON,-1
36158,7,NON,-1
36159,8,NON,-1
36160,4,OUI,9
36161,9,NON,-1
36162,9,OUI,0
36163,0,OUI,9
36164,1,OUI,4
36165,1,OUI,9
36166,2,OUI,4
36167,2,NON,-1
36168,0,OUI,3
36169,3,NON,-1
36170,2,NON,-1
36171,4,OUI,5
36172,9,NON,-1
36173,5,OUI,9
36174,4,OUI,9
36175,6,NON,-1
36176,6,NON,-1
36177,7,OUI,4
36178,7,OUI,8
36179,8,NON,-1
36180,3,OUI,0
36181,9,OUI,0
36182,8,NON,-1
36183,0,OUI,12
36184,6,NON,-1
36185,1,OUI,8
36186,9,NON,-1
36187,2,OUI,0
36188,7,NON,-1
36189,3,NON,-1
36190,4,NON,-1
36191,4,NON,-1
36192,8,NON,-1
36193,5,OUI,26
36194,9,NON,-1
36195,6,NON,-1
36196,9,OUI,3
36197,7,NON,-1
36198,0,NON,-1
36199,8,NON,-1
36200,4,OUI,0
36201,9,NON,-1
36202,4,NON,-1
36203,9,NON,-1
36204,4,OUI,1
36205,7,OUI,0
36206,3,OUI,27
36207,5,OUI,4
36208,4,NON,-1
36209,2,NON,-1
36210,8,OUI,3
36211,9,OUI,0
36212,4,NON,-1
36213,0,OUI,2
36214,5,NON,-1
36215,1,OUI,2
36216,3,NON,-1
36217,5,OUI,2
36218,4,NON,-1
36219,8,NON,-1
36220,6,NON,-1
36221,8,OUI,0
36222,4,OUI,32
36223,0,NON,-1
36224,8,NON,-1
36225,9,NON,-1
36226,4,OUI,2
36227,3,OUI,0
36228,4,NON,-1
36229,2,OUI,1
36230,7,OUI,8
36231,7,OUI,0
36232,6,OUI,9
36233,8,NON,-1
36234,7,NON,-1
36235,4,OUI,2
36236,5,NON,-1
36237,6,NON,-1
36238,7,NON,-1
36239,1,OUI,4
36240,1,OUI,3
36241,0,NON,-1
36242,3,OUI,27
36243,4,NON,-1
36244,5,OUI,1
36245,5,NON,-1
36246,4,OUI,0
36247,3,OUI,0
36248,3,NON,-1
36249,9,OUI,2
36250,8,OUI,0
36251,0,NON,-1
36252,5,NON,-1
36253,5,OUI,10
36254,6,OUI,2
36255,0,NON,-1
36256,5,OUI,0
36257,1,OUI,3
36258,7,NON,-1
36259,6,NON,-1
36260,0,OUI,1
36261,9,OUI,2
36262,3,NON,-1
36263,3,OUI,0
36264,1,OUI,9
36265,1,OUI,16
36266,2,NON,-1
36267,6,NON,-1
36268,5,NON,-1
36269,0,OUI,13
36270,8,NON,-1
36271,1,OUI,3
36272,0,OUI,0
36273,1,OUI,13
36274,6,NON,-1
36275,8,OUI,1
36276,1,OUI,7
36277,0,OUI,13
36278,6,NON,-1
36279,4,OUI,1
36280,4,OUI,2
36281,7,NON,-1
36282,9,NON,-1
36283,7,NON,-1
36284,7,NON,-1
36285,6,NON,-1
36286,4,NON,-1
36287,3,NON,-1
36288,1,OUI,5
36289,5,OUI,12
36290,0,NON,-1
36291,6,OUI,5
36292,2,NON,-1
36293,6,NON,-1
36294,6,NON,-1
36295,3,OUI,0
36296,4,NON,-1
36297,1,NON,-1
36298,3,OUI,1
36299,8,OUI,2
36300,8,OUI,0
36301,3,OUI,27
36302,7,NON,-1
36303,5,OUI,2
36304,0,NON,-1
36305,6,NON,-1
36306,9,NON,-1
36307,7,OUI,0
36308,6,NON,-1
36309,5,OUI,0
36310,6,OUI,3
36311,2,OUI,0
36312,0,OUI,20
36313,7,NON,-1
36314,4,OUI,8
36315,1,OUI,6
36316,7,OUI,35
36317,1,NON,-1
36318,0,NON,-1
36319,9,NON,-1
36320,8,NON,-1
36321,2,OUI,0
36322,4,OUI,10
36323,8,NON,-1
36324,3,OUI,0
36325,8,OUI,5
36326,2,NON,-1
36327,3,NON,-1
36328,9,NON,-1
36329,3,NON,-1
36330,5,OUI,3
36331,0,NON,-1
36332,5,NON,-1
36333,1,OUI,0
36334,7,NON,-1
36335,2,OUI,0
36336,4,NON,-1
36337,3,OUI,0
36338,3,NON,-1
36339,4,NON,-1
36340,7,NON,-1
36341,5,NON,-1
36342,4,OUI,21
36343,6,OUI,0
36344,6,NON,-1
36345,7,NON,-1
36346,4,NON,-1
36347,8,NON,-1
36348,9,NON,-1
36349,9,NON,-1
36350,4,NON,-1
36351,0,OUI,5
36352,7,NON,-1
36353,1,OUI,2
36354,5,OUI,3
36355,2,OUI,17
36356,1,OUI,3
36357,3,NON,-1
36358,6,NON,-1
36359,4,OUI,1
36360,9,NON,-1
36361,5,NON,-1
36362,0,OUI,20
36363,6,OUI,3
36364,4,NON,-1
36365,7,NON,-1
36366,5,NON,-1
36367,8,NON,-1
36368,1,NON,-1
36369,9,OUI,2
36370,9,NON,-1
36371,0,NON,-1
36372,6,NON,-1
36373,1,NON,-1
36374,2,OUI,1
36375,2,OUI,15
36376,0,NON,-1
36377,3,NON,-1
36378,9,OUI,0
36379,4,OUI,0
36380,1,NON,-1
36381,5,NON,-1
36382,1,NON,-1
36383,6,NON,-1
36384,4,OUI,35
36385,7,NON,-1
36386,8,OUI,6
36387,8,OUI,9
36388,1,OUI,17
36389,9,OUI,0
36390,6,OUI,0
36391,0,OUI,1
36392,9,NON,-1
36393,0,OUI,3
36394,4,NON,-1
36395,7,OUI,0
36396,2,OUI,4
36397,2,NON,-1
36398,7,NON,-1
36399,4,OUI,9
36400,4,NON,-1
36401,2,NON,-1
36402,9,NON,-1
36403,6,OUI,0
36404,7,NON,-1
36405,5,NON,-1
36406,3,NON,-1
36407,5,NON,-1
36408,1,NON,-1
36409,3,OUI,2
36410,1,OUI,6
36411,7,NON,-1
36412,0,OUI,1
36413,8,NON,-1
36414,0,OUI,4
36415,6,OUI,0
36416,6,NON,-1
36417,6,NON,-1
36418,9,NON,-1
36419,4,OUI,0
36420,9,NON,-1
36421,3,OUI,1
36422,1,OUI,10
36423,2,OUI,6
36424,5,OUI,2
36425,6,NON,-1
36426,1,OUI,4
36427,3,NON,-1
36428,4,OUI,5
36429,8,OUI,1
36430,7,NON,-1
36431,0,NON,-1
36432,3,NON,-1
36433,1,OUI,1
36434,4,NON,-1
36435,4,OUI,33
36436,7,NON,-1
36437,5,NON,-1
36438,9,NON,-1
36439,6,NON,-1
36440,0,OUI,2
36441,4,OUI,17
36442,1,OUI,14
36443,7,NON,-1
36444,6,NON,-1
36445,8,NON,-1
36446,6,NON,-1
36447,0,NON,-1
36448,1,NON,-1
36449,3,NON,-1
36450,2,OUI,1
36451,1,OUI,1
36452,5,NON,-1
36453,5,OUI,6
36454,5,NON,-1
36455,4,OUI,1
36456,9,NON,-1
36457,1,NON,-1
36458,3,NON,-1
36459,9,OUI,0
36460,2,OUI,8
36461,1,OUI,26
36462,2,OUI,4
36463,2,NON,-1
36464,9,NON,-1
36465,7,NON,-1
36466,4,OUI,1
36467,0,NON,-1
36468,0,OUI,10
36469,1,OUI,0
36470,5,OUI,19
36471,3,NON,-1
36472,7,NON,-1
36473,8,OUI,4
36474,9,NON,-1
36475,2,OUI,5
36476,0,NON,-1
36477,9,NON,-1
36478,8,OUI,0
36479,7,OUI,0
36480,5,OUI,7
36481,9,OUI,4
36482,5,OUI,8
36483,4,OUI,1
36484,0,OUI,2
36485,2,NON,-1
36486,9,NON,-1
36487,5,OUI,8
36488,3,NON,-1
36489,8,NON,-1
36490,1,OUI,7
36491,6,NON,-1
36492,8,NON,-1
36493,5,NON,-1
36494,4,NON,-1
36495,5,NON,-1
36496,6,NON,-1
36497,9,NON,-1
36498,7,OUI,0
36499,9,OUI,3
36500,9,NON,-1
36501,1,NON,-1
36502,4,NON,-1
36503,8,NON,-1
36504,6,NON,-1
36505,2,OUI,0
36506,0,NON,-1
36507,9,OUI,10
36508,5,NON,-1
36509,1,NON,-1
36510,9,OUI,0
36511,3,OUI,0
36512,7,OUI,0
36513,4,OUI,1
36514,5,OUI,0
36515,3,OUI,2
36516,5,OUI,2
36517,1,OUI,9
36518,4,OUI,0
36519,0,NON,-1
36520,1,NON,-1
36521,9,OUI,0
36522,2,OUI,0
36523,6,NON,-1
36524,0,NON,-1
36525,3,NON,-1
36526,9,NON,-1
36527,6,NON,-1
36528,5,OUI,0
36529,8,OUI,3
36530,7,OUI,0
36531,7,NON,-1
36532,1,NON,-1
36533,0,NON,-1
36534,7,OUI,0
36535,1,OUI,15
36536,1,OUI,10
36537,0,NON,-1
36538,9,NON,-1
36539,5,NON,-1
36540,4,OUI,2
36541,8,OUI,2
36542,3,NON,-1
36543,2,OUI,21
36544,5,OUI,9
36545,7,OUI,2
36546,7,NON,-1
36547,7,NON,-1
36548,4,NON,-1
36549,0,OUI,16
36550,9,NON,-1
36551,1,OUI,26
36552,4,NON,-1
36553,2,NON,-1
36554,7,NON,-1
36555,3,OUI,0
36556,5,NON,-1
36557,4,OUI,1
36558,1,OUI,6
36559,5,OUI,2
36560,0,NON,-1
36561,6,NON,-1
36562,0,NON,-1
36563,7,NON,-1
36564,0,OUI,14
36565,8,NON,-1
36566,3,OUI,0
36567,9,OUI,0
36568,2,NON,-1
36569,0,OUI,5
36570,6,NON,-1
36571,1,OUI,3
36572,3,NON,-1
36573,2,OUI,3
36574,6,NON,-1
36575,3,OUI,0
36576,8,NON,-1
36577,4,OUI,0
36578,6,OUI,23
36579,5,NON,-1
36580,7,OUI,3
36581,6,NON,-1
36582,8,OUI,0
36583,7,NON,-1
36584,4,OUI,1
36585,8,NON,-1
36586,0,NON,-1
36587,9,NON,-1
36588,5,OUI,2
36589,0,NON,-1
36590,6,NON,-1
36591,1,OUI,5
36592,3,OUI,0
36593,2,NON,-1
36594,1,OUI,22
36595,3,OUI,0
36596,4,OUI,1
36597,4,OUI,2
36598,8,OUI,3
36599,5,NON,-1
36600,2,OUI,0
36601,6,OUI,4
36602,5,NON,-1
36603,7,OUI,0
36604,3,OUI,4
36605,8,NON,-1
36606,9,NON,-1
36607,9,OUI,2
36608,1,NON,-1
36609,5,OUI,0
36610,8,OUI,4
36611,7,NON,-1
36612,7,NON,-1
36613,7,NON,-1
36614,2,OUI,24
36615,7,NON,-1
36616,6,OUI,0
36617,0,OUI,6
36618,1,OUI,8
36619,4,OUI,1
36620,0,NON,-1
36621,0,NON,-1
36622,8,OUI,2
36623,3,NON,-1
36624,2,OUI,3
36625,1,OUI,3
36626,1,NON,-1
36627,8,NON,-1
36628,0,NON,-1
36629,9,NON,-1
36630,4,NON,-1
36631,2,NON,-1
36632,4,OUI,36
36633,1,OUI,3
36634,4,NON,-1
36635,8,OUI,2
36636,6,NON,-1
36637,6,NON,-1
36638,5,NON,-1
36639,5,NON,-1
36640,4,OUI,2
36641,4,OUI,0
36642,5,NON,-1
36643,7,OUI,0
36644,3,OUI,0
36645,3,OUI,0
36646,0,OUI,11
36647,4,OUI,27
36648,8,NON,-1
36649,1,NON,-1
36650,7,NON,-1
36651,8,NON,-1
36652,8,NON,-1
36653,6,NON,-1
36654,7,NON,-1
36655,9,NON,-1
36656,8,NON,-1
36657,1,OUI,2
36658,5,NON,-1
36659,4,OUI,1
36660,6,NON,-1
36661,5,NON,-1
36662,2,OUI,13
36663,5,OUI,2
36664,4,OUI,0
36665,6,NON,-1
36666,9,NON,-1
36667,0,NON,-1
36668,4,NON,-1
36669,1,OUI,5
36670,9,NON,-1
36671,3,NON,-1
36672,8,NON,-1
36673,6,NON,-1
36674,4,OUI,16
36675,4,NON,-1
36676,4,NON,-1
36677,8,OUI,1
36678,9,NON,-1
36679,9,NON,-1
36680,2,OUI,3
36681,8,NON,-1
36682,1,OUI,10
36683,5,NON,-1
36684,3,NON,-1
36685,2,OUI,1
36686,6,NON,-1
36687,1,OUI,22
36688,7,OUI,1
36689,0,OUI,3
36690,5,NON,-1
36691,7,OUI,0
36692,0,OUI,4
36693,2,NON,-1
36694,2,NON,-1
36695,5,NON,-1
36696,8,OUI,5
36697,5,NON,-1
36698,6,OUI,1
36699,6,NON,-1
36700,7,NON,-1
36701,6,NON,-1
36702,6,NON,-1
36703,6,NON,-1
36704,2,NON,-1
36705,3,NON,-1
36706,4,OUI,12
36707,3,OUI,0
36708,8,NON,-1
36709,3,OUI,0
36710,8,NON,-1
36711,1,OUI,4
36712,0,OUI,7
36713,7,OUI,0
36714,6,NON,-1
36715,2,NON,-1
36716,3,OUI,12
36717,2,NON,-1
36718,2,NON,-1
36719,7,NON,-1
36720,9,NON,-1
36721,2,OUI,0
36722,5,OUI,3
36723,3,OUI,0
36724,6,NON,-1
36725,6,NON,-1
36726,4,OUI,0
36727,8,OUI,7
36728,2,OUI,0
36729,5,NON,-1
36730,7,OUI,32
36731,1,OUI,17
36732,3,NON,-1
36733,4,OUI,9
36734,0,NON,-1
36735,9,OUI,1
36736,5,OUI,4
36737,0,OUI,7
36738,1,OUI,6
36739,5,OUI,18
36740,3,OUI,15
36741,0,NON,-1
36742,4,OUI,3
36743,6,NON,-1
36744,1,NON,-1
36745,8,NON,-1
36746,6,NON,-1
36747,8,NON,-1
36748,7,NON,-1
36749,0,NON,-1
36750,5,NON,-1
36751,8,OUI,2
36752,8,NON,-1
36753,2,OUI,43
36754,8,OUI,0
36755,3,OUI,0
36756,5,OUI,8
36757,9,NON,-1
36758,7,NON,-1
36759,4,OUI,39
36760,7,NON,-1
36761,3,OUI,0
36762,7,OUI,1
36763,7,NON,-1
36764,0,OUI,4
36765,1,OUI,6
36766,6,NON,-1
36767,7,OUI,0
36768,2,OUI,17
36769,6,NON,-1
36770,8,NON,-1
36771,9,OUI,1
36772,6,OUI,0
36773,4,NON,-1
36774,5,OUI,16
36775,2,OUI,3
36776,8,NON,-1
36777,9,NON,-1
36778,1,OUI,3
36779,9,NON,-1
36780,0,OUI,2
36781,2,NON,-1
36782,9,NON,-1
36783,0,NON,-1
36784,6,NON,-1
36785,8,NON,-1
36786,1,NON,-1
36787,5,OUI,2
36788,0,NON,-1
36789,0,NON,-1
36790,4,OUI,9
36791,4,OUI,2
36792,6,NON,-1
36793,9,NON,-1
36794,1,NON,-1
36795,4,OUI,3
36796,7,NON,-1
36797,0,NON,-1
36798,6,NON,-1
36799,7,NON,-1
36800,5,OUI,2
36801,1,OUI,7
36802,3,OUI,0
36803,3,NON,-1
36804,5,NON,-1
36805,2,OUI,31
36806,7,OUI,5
36807,9,NON,-1
36808,9,NON,-1
36809,0,OUI,15
36810,6,NON,-1
36811,1,OUI,2
36812,5,OUI,2
36813,2,OUI,26
36814,1,OUI,1
36815,3,OUI,0
36816,8,OUI,28
36817,4,NON,-1
36818,7,NON,-1
36819,5,OUI,3
36820,8,OUI,5
36821,6,OUI,0
36822,1,OUI,7
36823,7,OUI,0
36824,0,OUI,5
36825,8,OUI,0
36826,6,NON,-1
36827,9,NON,-1
36828,8,NON,-1
36829,0,NON,-1
36830,9,NON,-1
36831,1,OUI,5
36832,9,NON,-1
36833,2,NON,-1
36834,8,NON,-1
36835,3,NON,-1
36836,4,OUI,15
36837,4,NON,-1
36838,6,OUI,3
36839,5,NON,-1
36840,7,NON,-1
36841,6,OUI,1
36842,0,NON,-1
36843,7,NON,-1
36844,2,OUI,11
36845,8,OUI,2
36846,2,OUI,9
36847,9,OUI,0
36848,0,OUI,12
36849,0,NON,-1
36850,5,OUI,2
36851,1,OUI,7
36852,3,OUI,1
36853,2,OUI,3
36854,8,NON,-1
36855,3,NON,-1
36856,7,NON,-1
36857,6,OUI,0
36858,2,OUI,22
36859,7,NON,-1
36860,9,NON,-1
36861,8,NON,-1
36862,3,OUI,0
36863,9,OUI,1
36864,1,OUI,5
36865,8,NON,-1
36866,6,NON,-1
36867,4,OUI,23
36868,2,NON,-1
36869,0,NON,-1
36870,8,NON,-1
36871,0,NON,-1
36872,3,NON,-1
36873,7,NON,-1
36874,0,OUI,3
36875,2,OUI,12
36876,7,OUI,0
36877,4,NON,-1
36878,8,OUI,3
36879,2,NON,-1
36880,9,NON,-1
36881,6,NON,-1
36882,0,NON,-1
36883,5,NON,-1
36884,2,NON,-1
36885,5,NON,-1
36886,9,NON,-1
36887,3,OUI,0
36888,5,OUI,0
36889,7,NON,-1
36890,6,NON,-1
36891,8,NON,-1
36892,1,OUI,7
36893,6,NON,-1
36894,0,NON,-1
36895,6,OUI,0
36896,5,OUI,4
36897,4,NON,-1
36898,1,OUI,16
36899,3,NON,-1
36900,5,NON,-1
36901,2,NON,-1
36902,7,NON,-1
36903,6,NON,-1
36904,2,NON,-1
36905,6,OUI,0
36906,9,OUI,0
36907,4,NON,-1
36908,1,NON,-1
36909,4,OUI,2
36910,6,NON,-1
36911,3,OUI,11
36912,3,OUI,0
36913,8,OUI,1
36914,2,OUI,1
36915,8,OUI,1
36916,7,NON,-1
36917,3,OUI,0
36918,5,NON,-1
36919,0,OUI,20
36920,9,NON,-1
36921,1,OUI,15
36922,9,NON,-1
36923,4,OUI,1
36924,1,OUI,18
36925,7,NON,-1
36926,7,OUI,0
36927,8,NON,-1
36928,1,OUI,6
36929,0,OUI,1
36930,9,OUI,3
36931,3,NON,-1
36932,4,NON,-1
36933,1,OUI,5
36934,9,NON,-1
36935,9,OUI,0
36936,2,OUI,6
36937,0,OUI,1
36938,4,NON,-1
36939,5,NON,-1
36940,4,NON,-1
36941,4,OUI,1
36942,2,OUI,0
36943,1,OUI,2
36944,8,NON,-1
36945,9,NON,-1
36946,3,OUI,1
36947,1,OUI,33
36948,0,OUI,10
36949,2,NON,-1
36950,2,OUI,5
36951,7,NON,-1
36952,4,OUI,0
36953,0,OUI,1
36954,7,OUI,0
36955,1,OUI,4
36956,1,NON,-1
36957,3,OUI,0
36958,2,OUI,2
36959,8,OUI,0
36960,9,NON,-1
36961,2,NON,-1
36962,4,NON,-1
36963,9,NON,-1
36964,7,NON,-1
36965,2,NON,-1
36966,6,NON,-1
36967,7,NON,-1
36968,1,OUI,9
36969,7,NON,-1
36970,4,NON,-1
36971,9,OUI,0
36972,7,NON,-1
36973,9,NON,-1
36974,8,OUI,0
36975,0,OUI,5
36976,4,NON,-1
36977,4,NON,-1
36978,2,OUI,2
36979,2,OUI,20
36980,6,NON,-1
36981,5,NON,-1
36982,2,OUI,16
36983,8,OUI,3
36984,5,NON,-1
36985,6,OUI,1
36986,8,NON,-1
36987,5,NON,-1
36988,9,NON,-1
36989,5,OUI,2
36990,3,NON,-1
36991,9,OUI,1
36992,1,OUI,12
36993,9,OUI,2
36994,0,OUI,4
36995,1,NON,-1
36996,6,NON,-1
36997,1,OUI,2
36998,2,OUI,22
36999,5,NON,-1
37000,4,NON,-1
37001,7,OUI,0
37002,9,NON,-1
37003,6,NON,-1
37004,5,NON,-1
37005,8,NON,-1
37006,5,NON,-1
37007,2,NON,-1
37008,1,NON,-1
37009,9,OUI,3
37010,4,NON,-1
37011,1,OUI,4
37012,1,NON,-1
37013,3,OUI,0
37014,1,OUI,8
37015,2,OUI,8
37016,5,NON,-1
37017,3,OUI,0
37018,6,OUI,27
37019,4,OUI,23
37020,2,OUI,8
37021,3,OUI,0
37022,3,OUI,0
37023,1,OUI,18
37024,1,OUI,8
37025,9,NON,-1
37026,9,NON,-1
37027,0,OUI,3
37028,6,OUI,16
37029,9,OUI,0
37030,8,OUI,3
37031,5,NON,-1
37032,8,OUI,1
37033,6,NON,-1
37034,7,NON,-1
37035,3,OUI,40
37036,1,OUI,7
37037,6,OUI,0
37038,1,OUI,4
37039,8,OUI,1
37040,2,OUI,7
37041,7,OUI,0
37042,3,NON,-1
37043,0,NON,-1
37044,6,NON,-1
37045,1,OUI,11
37046,9,NON,-1
37047,0,NON,-1
37048,9,NON,-1
37049,5,NON,-1
37050,6,NON,-1
37051,8,OUI,0
37052,0,OUI,1
37053,2,OUI,11
37054,3,OUI,0
37055,7,NON,-1
37056,5,OUI,3
37057,7,NON,-1
37058,1,OUI,5
37059,0,NON,-1
37060,9,NON,-1
37061,1,OUI,0
37062,9,NON,-1
37063,2,NON,-1
37064,7,NON,-1
37065,3,OUI,0
37066,5,NON,-1
37067,4,OUI,12
37068,7,NON,-1
37069,5,OUI,21
37070,5,NON,-1
37071,6,NON,-1
37072,5,OUI,0
37073,7,NON,-1
37074,4,NON,-1
37075,8,NON,-1
37076,4,OUI,0
37077,9,NON,-1
37078,8,NON,-1
37079,0,NON,-1
37080,4,OUI,0
37081,1,NON,-1
37082,3,NON,-1
37083,2,NON,-1
37084,2,NON,-1
37085,3,OUI,0
37086,5,OUI,0
37087,4,NON,-1
37088,9,OUI,0
37089,5,NON,-1
37090,7,NON,-1
37091,6,NON,-1
37092,0,NON,-1
37093,7,NON,-1
37094,8,NON,-1
37095,8,NON,-1
37096,8,NON,-1
37097,9,NON,-1
37098,7,OUI,0
37099,0,NON,-1
37100,7,NON,-1
37101,1,OUI,3
37102,1,OUI,14
37103,2,NON,-1
37104,4,OUI,13
37105,3,OUI,0
37106,8,NON,-1
37107,7,NON,-1
37108,9,NON,-1
37109,8,NON,-1
37110,1,OUI,8
37111,9,NON,-1
37112,4,OUI,1
37113,0,NON,-1
37114,5,OUI,2
37115,9,NON,-1
37116,1,NON,-1
37117,5,NON,-1
37118,3,OUI,0
37119,5,NON,-1
37120,2,OUI,11
37121,6,NON,-1
37122,8,NON,-1
37123,9,NON,-1
37124,3,OUI,0
37125,8,NON,-1
37126,9,NON,-1
37127,9,OUI,0
37128,4,NON,-1
37129,8,NON,-1
37130,8,NON,-1
37131,7,NON,-1
37132,3,OUI,0
37133,7,NON,-1
37134,3,OUI,18
37135,3,OUI,40
37136,9,NON,-1
37137,5,OUI,30
37138,1,NON,-1
37139,1,NON,-1
37140,6,OUI,2
37141,0,NON,-1
37142,6,NON,-1
37143,2,OUI,14
37144,4,NON,-1
37145,2,NON,-1
37146,7,OUI,0
37147,7,NON,-1
37148,5,NON,-1
37149,8,NON,-1
37150,9,NON,-1
37151,2,NON,-1
37152,8,NON,-1
37153,0,NON,-1
37154,1,NON,-1
37155,1,OUI,6
37156,4,NON,-1
37157,2,OUI,3
37158,0,NON,-1
37159,6,NON,-1
37160,5,OUI,51
37161,3,OUI,16
37162,9,OUI,0
37163,3,OUI,0
37164,5,OUI,2
37165,7,OUI,0
37166,3,OUI,0
37167,3,OUI,0
37168,7,OUI,0
37169,3,OUI,0
37170,8,NON,-1
37171,4,OUI,0
37172,2,OUI,22
37173,6,NON,-1
37174,3,OUI,36
37175,6,NON,-1
37176,4,OUI,27
37177,6,OUI,0
37178,8,NON,-1
37179,1,OUI,4
37180,5,NON,-1
37181,5,NON,-1
37182,1,NON,-1
37183,0,OUI,2
37184,8,OUI,0
37185,8,OUI,4
37186,3,OUI,2
37187,2,OUI,2
37188,3,OUI,1
37189,0,NON,-1
37190,1,OUI,3
37191,1,NON,-1
37192,0,OUI,2
37193,7,OUI,2
37194,6,OUI,1
37195,6,NON,-1
37196,1,OUI,7
37197,3,OUI,0
37198,8,OUI,1
37199,2,NON,-1
37200,1,NON,-1
37201,1,OUI,16
37202,8,NON,-1
37203,7,NON,-1
37204,3,NON,-1
37205,3,NON,-1
37206,9,NON,-1
37207,1,OUI,1
37208,6,NON,-1
37209,3,OUI,26
37210,2,NON,-1
37211,9,OUI,0
37212,7,NON,-1
37213,1,OUI,3
37214,2,OUI,2
37215,7,NON,-1
37216,5,NON,-1
37217,6,NON,-1
37218,6,NON,-1
37219,8,NON,-1
37220,0,OUI,0
37221,4,OUI,0
37222,6,NON,-1
37223,3,OUI,0
37224,0,NON,-1
37225,1,OUI,4
37226,5,NON,-1
37227,4,OUI,0
37228,6,NON,-1
37229,3,OUI,0
37230,6,OUI,3
37231,6,NON,-1
37232,1,OUI,3
37233,9,NON,-1
37234,2,OUI,2
37235,6,NON,-1
37236,6,NON,-1
37237,1,NON,-1
37238,6,OUI,0
37239,4,NON,-1
37240,8,OUI,2
37241,2,NON,-1
37242,9,OUI,12
37243,2,NON,-1
37244,3,OUI,32
37245,7,OUI,0
37246,6,NON,-1
37247,9,NON,-1
37248,4,OUI,17
37249,5,NON,-1
37250,3,OUI,38
37251,4,NON,-1
37252,0,NON,-1
37253,8,NON,-1
37254,6,NON,-1
37255,8,OUI,0
37256,6,NON,-1
37257,4,NON,-1
37258,2,OUI,0
37259,9,NON,-1
37260,3,OUI,2
37261,0,NON,-1
37262,4,NON,-1
37263,8,OUI,2
37264,4,NON,-1
37265,9,OUI,0
37266,3,OUI,4
37267,8,NON,-1
37268,9,NON,-1
37269,0,NON,-1
37270,5,NON,-1
37271,3,OUI,0
37272,4,NON,-1
37273,4,OUI,0
37274,2,NON,-1
37275,5,NON,-1
37276,5,NON,-1
37277,6,OUI,0
37278,8,OUI,3
37279,7,NON,-1
37280,3,OUI,3
37281,8,NON,-1
37282,6,NON,-1
37283,9,NON,-1
37284,3,OUI,17
37285,1,OUI,7
37286,1,NON,-1
37287,0,NON,-1
37288,7,OUI,0
37289,1,NON,-1
37290,1,OUI,5
37291,2,NON,-1
37292,6,NON,-1
37293,3,NON,-1
37294,4,OUI,1
37295,4,OUI,3
37296,2,NON,-1
37297,7,NON,-1
37298,7,OUI,0
37299,8,NON,-1
37300,5,OUI,1
37301,9,NON,-1
37302,4,NON,-1
37303,0,NON,-1
37304,3,OUI,31
37305,1,NON,-1
37306,9,NON,-1
37307,2,NON,-1
37308,5,NON,-1
37309,3,NON,-1
37310,6,NON,-1
37311,4,OUI,3
37312,8,NON,-1
37313,5,NON,-1
37314,3,OUI,0
37315,6,OUI,1
37316,8,NON,-1
37317,7,OUI,0
37318,9,NON,-1
37319,8,NON,-1
37320,2,OUI,5
37321,9,NON,-1
37322,2,OUI,8
37323,0,OUI,11
37324,8,NON,-1
37325,8,NON,-1
37326,9,NON,-1
37327,7,OUI,0
37328,4,NON,-1
37329,8,NON,-1
37330,1,OUI,0
37331,9,NON,-1
37332,3,OUI,0
37333,9,NON,-1
37334,6,NON,-1
37335,0,NON,-1
37336,6,OUI,0
37337,1,NON,-1
37338,9,NON,-1
37339,4,OUI,18
37340,6,OUI,0
37341,5,NON,-1
37342,8,NON,-1
37343,1,NON,-1
37344,8,NON,-1
37345,6,NON,-1
37346,6,NON,-1
37347,2,OUI,10
37348,7,OUI,0
37349,9,NON,-1
37350,6,NON,-1
37351,6,NON,-1
37352,9,NON,-1
37353,7,NON,-1
37354,1,NON,-1
37355,3,OUI,31
37356,6,OUI,8
37357,9,NON,-1
37358,5,NON,-1
37359,9,NON,-1
37360,2,NON,-1
37361,3,OUI,0
37362,3,OUI,35
37363,8,OUI,1
37364,5,NON,-1
37365,1,NON,-1
37366,4,OUI,15
37367,2,NON,-1
37368,3,OUI,0
37369,9,NON,-1
37370,6,OUI,3
37371,6,NON,-1
37372,4,NON,-1
